-- Experimental data Psat = f(T) -- First column = temperature T [K] -- Second column = vapor pressure Psat [Pa]
312.002		900
322.67		1600
333.441		27700
345.75		28600
356.213		16700
361.496		112100
369.395		112600
377.037		112200
386.342		144800
391.642		81400
398.75		209500
404.048		321600
412.449		386000
418.782		418300
425.89		498600
433.385		674600
442.69		818900
453.029		1027000
457.823		1130500
465.516		1261700
472.599		1488300
478.379		1755000
484.322		1986600
489.37		2167900
496.127		2459800
500.971		2646100
512.282		3272600
525.592		4095100
533.475		4717800
544.523		5635900
552.276		6338400
558.22		6960900
563.712		7463800
569.138		8142200
576.586		8978000
581.611		9655700
587.61		10517100
593.353		11232900
598.122		11974000
605.412		13253600
609.353		13900000
612.292		14366800
617.656		15400300
622.905		16513000
627.34		17452900
630.148		18121400
632.305		18593900
635.478		19312600
638.978		20136900
641.907		20890900
643.941		21398500
646.098		21941300
