-- Experimental data Psat = f(T) -- First column = temperature T [K] -- Second column = vapor pressure Psat [Pa]
310.357		23
322.207		170
330.622		170
339.485		170
351.372		170
360.746		170
368.713		636
375.584		1133
384.845		2840
394.205		4547
402.072		6251
412.422		9556
422.459		14131
431.178		19461
441.155		27199
449.43		34526
456.517		43646
462.162		49577
467.304		57025
473.701		67358
479.345		77841
484.111		87868
488.061		96981
492.199		107006
496.337		117638
500.349		131456
505.051		145276
508.688		155907
510.819		164409
513.64		174280
516.881		185486
519.211		194477
521.777		205381
524.659		218006
527.502		230153
530.187		243352
532.871		256741
535.326		269172
537.519		281165
539.524		292399
541.654		304241
544.223		318966
546.479		333084
547.732		341281
549.236		348872
